Tenant,Location,Address,City,State,clean_address,full_address,lat,lon
United Rentals,San Antonio TX (Wurzbach),5120 Wurzbach Rd,San Antonio,TX,5120 Wurzbach Rd,"5120 Wurzbach Rd, San Antonio, TX, USA",29.480039,-98.610353
United Rentals,Victoria TX (Navarro),12104 N Navarro St,Victoria,TX,12104 N Navarro St,"12104 N Navarro St, Victoria, TX, USA",28.8343394,-97.001474
United Rentals,San Antonio TX (North Loop),12017 N North Loop Rd,San Antonio,TX,12017 N North Loop Rd,"12017 N North Loop Rd, San Antonio, TX, USA",29.5514038,-98.4891887
United Rentals,Tomball TX (TX-249),23710 TX-249,Tomball,TX,23710 TX-249,"23710 TX-249, Tomball, TX, USA",30.0905513,-95.6361876
United Rentals,Seguin TX (TX-123),1476 TX-123,Seguin,TX,1476 TX-123,"1476 TX-123, Seguin, TX, USA",29.5574515,-97.9455047
United Rentals,Dodge City KS (N 14th),307 N 14th Ave,Dodge City,KS,307 N 14th Ave,"307 N 14th Ave, Dodge City, KS, USA",37.751511,-100.033015
United Rentals,Arlington TX (Fluid Solutions - S Cooper),7818 S Cooper St,Arlington,TX,7818 S Cooper St,"7818 S Cooper St, Arlington, TX, USA",32.6179486,-97.1386425
United Rentals,Salt Lake City UT (Storage - S Commerce),4315 S Commerce Dr #3,Salt Lake City,UT,4315 S Commerce Dr,"4315 S Commerce Dr, Salt Lake City, UT, USA",40.7219902,-111.9939902
United Rentals,Oklahoma City OK (Climate Solutions - S Vermont),2600 S Vermont Ave,Oklahoma City,OK,2600 S Vermont Ave,"2600 S Vermont Ave, Oklahoma City, OK, USA",35.4628142,-97.5970449
United Rentals,Colorado Springs CO (Reliable Onsite - Valley),1490 Valley St,Colorado Springs,CO,1490 Valley St,"1490 Valley St, Colorado Springs, CO, USA",38.7763845,-104.7994243
United Rentals,North Las Vegas NV (Trench Safety - Marco),2930 Marco St Suite B,North Las Vegas,NV,2930 Marco St Suite B,"2930 Marco St Suite B, North Las Vegas, NV, USA",36.213274661028606,-115.0685334601287
United Rentals,Albuquerque NM (Trench Safety - Broadway),4510 Broadway Blvd SE,Albuquerque,NM,4510 Broadway Blvd SE,"4510 Broadway Blvd SE, Albuquerque, NM, USA",35.0826901,-106.6447674
United Rentals,Fort Worth TX (Trench Safety - Avenue D),3421 Avenue D,Fort Worth,TX,3421 Avenue D,"3421 Avenue D, Fort Worth, TX, USA",32.732684,-97.2753509
United Rentals,Dallas TX (Westmoreland),2728 N Westmoreland Rd,Dallas,TX,2728 N Westmoreland Rd,"2728 N Westmoreland Rd, Dallas, TX, USA",32.7765783,-96.8729697
United Rentals,Phoenix AZ (Reliable Onsite - E Washington),3266 E Washington St,Phoenix,AZ,3266 E Washington St,"3266 E Washington St, Phoenix, AZ, USA",33.448317,-112.01096
United Rentals,Springdale AR (Storage - Old Missouri),1609 N Old Missouri Rd Ste R,Springdale,AR,1609 N Old Missouri Rd Ste R,"1609 N Old Missouri Rd Ste R, Springdale, AR, USA",36.19908954247909,-94.1148743309672
United Rentals,Kansas City MO (Storage - Chouteau),511 N Chouteau Blvd,Kansas City,MO,511 N Chouteau Blvd,"511 N Chouteau Blvd, Kansas City, MO, USA",39.11680868840186,-94.50748497538277
United Rentals,Park City KS (Storage - Hartman Arena),8431 N Hartman Arena Dr,Park City,KS,8431 N Hartman Arena Dr,"8431 N Hartman Arena Dr, Park City, KS, USA",37.836776336465576,-97.33030682939896
United Rentals,Odessa TX (Storage - County Rd 1180),2636 County Rd 1180,Odessa,TX,2636 County Rd 1180,"2636 County Rd 1180, Odessa, TX, USA",31.8989327,-102.2687793
United Rentals,Plymouth MN (Fernbrook),2340 Fernbrook Ln N,Plymouth,MN,2340 Fernbrook Ln N,"2340 Fernbrook Ln N, Plymouth, MN, USA",45.0045452,-93.4614204
United Rentals,Burnsville MN (Hwy 13 W),3750 Hwy 13 W,Burnsville,MN,3750 Hwy 13 W,"3750 Hwy 13 W, Burnsville, MN, USA",44.778790321734064,-93.32684021752712
United Rentals,Saint Paul MN (Verderosa),587 Verderosa Ave,Saint Paul,MN,587 Verderosa Ave,"587 Verderosa Ave, Saint Paul, MN, USA",44.8838804,-93.0225462
United Rentals,Bloomington MN (Trench Safety - Xenwood),12488 Xenwood Ave,Bloomington,MN,12488 Xenwood Ave,"12488 Xenwood Ave, Bloomington, MN, USA",44.776584382085474,-93.35287767519767
United Rentals,Bloomington MN (Fluid Solutions - Ideal),9450 Ideal Ave S,Bloomington,MN,9450 Ideal Ave S,"9450 Ideal Ave S, Bloomington, MN, USA",44.81322982702501,-92.94502135985547
United Rentals,Woodbury MN (Tool Solutions - Hudson),6740 Hudson Blvd,Woodbury,MN,6740 Hudson Blvd,"6740 Hudson Blvd, Woodbury, MN, USA",44.9491053,-92.969969
United Rentals,Saint Cloud MN (28th Ave),141 28th Ave S,Saint Cloud,MN,141 28th Ave S,"141 28th Ave S, Saint Cloud, MN, USA",45.55150024080809,-94.25581508866512
United Rentals,Rochester MN (37th St),500 37th St NE,Rochester,MN,500 37th St NE,"500 37th St NE, Rochester, MN, USA",44.0585483,-92.4552028
United Rentals,Mankato MN (Mabel),301 W Mabel St,Mankato,MN,301 W Mabel St,"301 W Mabel St, Mankato, MN, USA",44.1849103,-93.9876965
United Rentals,Saint Paul MN (Flooring & Facility - Hardman),555 Hardman Ave S,Saint Paul,MN,555 Hardman Ave S,"555 Hardman Ave S, Saint Paul, MN, USA",44.8844146,-93.022863
United Rentals,Virginia MN (16th Ave E),1226 16th Ave E,Virginia,MN,1226 16th Ave E,"1226 16th Ave E, Virginia, MN, USA",47.435764486001325,-92.92170997510392
United Rentals,Blaine MN (Trailer Leasing - Xylite),10250 Xylite St NE,Blaine,MN,10250 Xylite St NE,"10250 Xylite St NE, Blaine, MN, USA",45.1560695,-93.2044979
United Rentals,Saint Paul MN (Reliable Onsite - Spruce),3101 Spruce St,Saint Paul,MN,3101 Spruce St,"3101 Spruce St, Saint Paul, MN, USA",44.9553105,-93.0894405
United Rentals,Duluth MN (Miller Trunk),4945 Miller Trunk Hwy,Duluth,MN,4945 Miller Trunk Hwy,"4945 Miller Trunk Hwy, Duluth, MN, USA",46.831696,-92.2020217
United Rentals,Stillwater MN (Climate Solutions - Bridgepoint),391 Bridgepoint Dr,Stillwater,MN,391 Bridgepoint Dr,"391 Bridgepoint Dr, Stillwater, MN, USA",44.89100988728181,-93.0279605463585
United Rentals,West Chester OH (Crescentville),898 E Crescentville Rd,West Chester,OH,898 E Crescentville Rd,"898 E Crescentville Rd, West Chester, OH, USA",39.301401,-84.451251
United Rentals,Huber Heights OH (Executive),5773 Executive Blvd,Huber Heights,OH,5773 Executive Blvd,"5773 Executive Blvd, Huber Heights, OH, USA",39.871396,-84.132571
United Rentals,Columbus OH (Hamilton Square),4141 Hamilton Square Blvd,Columbus,OH,4141 Hamilton Square Blvd,"4141 Hamilton Square Blvd, Columbus, OH, USA",39.8946057,-82.8810443
United Rentals,Columbus OH (Fishel),7570 Fishel Dr S,Columbus,OH,7570 Fishel Dr S,"7570 Fishel Dr S, Columbus, OH, USA",40.10339272444184,-83.19347756860479
United Rentals,Perrysburg OH (Eckel),620 Eckel Rd,Perrysburg,OH,620 Eckel Rd,"620 Eckel Rd, Perrysburg, OH, USA",41.5446752,-83.6445793
United Rentals,West Chester OH (Ashley),4764 Ashley Dr,West Chester,OH,4764 Ashley Dr,"4764 Ashley Dr, West Chester, OH, USA",39.3261395,-84.4678681
United Rentals,Columbus OH (Westerville),5755 Westerville Rd,Columbus,OH,5755 Westerville Rd,"5755 Westerville Rd, Columbus, OH, USA",40.089153,-82.9269472
United Rentals,Fort Wayne IN (Distribution),5517 Distribution Dr,Fort Wayne,IN,5517 Distribution Dr,"5517 Distribution Dr, Fort Wayne, IN, USA",41.1267892,-85.154085
United Rentals,Indianapolis IN (96th),4901 W 96th St,Indianapolis,IN,4901 W 96th St,"4901 W 96th St, Indianapolis, IN, USA",39.9258968,-86.2433725
United Rentals,Cincinnati OH (Fluid Solutions - Wooster Pike),7007 Wooster Pike,Cincinnati,OH,7007 Wooster Pike,"7007 Wooster Pike, Cincinnati, OH, USA",41.082826814950536,-81.86262364463894
United Rentals,Toledo OH (Fluid Solutions - Glenwood),28363 Glenwood Rd,Toledo,OH,28363 Glenwood Rd,"28363 Glenwood Rd, Toledo, OH, USA",41.56417731056515,-83.55842241578814
United Rentals,Indianapolis IN (Kentucky),1921 Kentucky Ave,Indianapolis,IN,1921 Kentucky Ave,"1921 Kentucky Ave, Indianapolis, IN, USA",39.7397085,-86.1924783
United Rentals,Indianapolis IN (Flooring & Facility - Morris),4050 W Morris St,Indianapolis,IN,4050 W Morris St,"4050 W Morris St, Indianapolis, IN, USA",39.7499106,-86.2284435
United Rentals,Indianapolis IN (Trench Safety - Bluff),4610 Bluff Rd,Indianapolis,IN,4610 Bluff Rd,"4610 Bluff Rd, Indianapolis, IN, USA",39.6971311,-86.1727523
United Rentals,Loveland OH (Storage Containers/Mobile Offices),1451 State Rte 28 #2b,Loveland,OH,1451 State Rte 28,"1451 State Rte 28, Loveland, OH, USA",39.2125776781463,-84.20125796188547
United Rentals,Columbus OH (Power & HVAC - Integrity),2020 Integrity Dr S,Columbus,OH,2020 Integrity Dr S,"2020 Integrity Dr S, Columbus, OH, USA",39.9334852,-82.9374419
United Rentals,Columbus OH (Trench Safety - Phillipi),580 Phillipi Rd,Columbus,OH,580 Phillipi Rd,"580 Phillipi Rd, Columbus, OH, USA",39.9703363,-83.1113855
United Rentals,Brook Park OH (Brookpark),13960 Brookpark Rd,Brook Park,OH,13960 Brookpark Rd,"13960 Brookpark Rd, Brook Park, OH, USA",41.4185411,-81.7925858
United Rentals,South Bend IN (Storage Containers/Mobile Offices - Protecta),21141 Protecta Dr,South Bend,IN,21141 Protecta Dr,"21141 Protecta Dr, South Bend, IN, USA",41.69826681110924,-85.87315534156512
United Rentals,South Bend IN (Mayflower),4311 N Mayflower Rd,South Bend,IN,4311 N Mayflower Rd,"4311 N Mayflower Rd, South Bend, IN, USA",41.6818685,-86.3222489
United Rentals,Evansville IN (Constellation),4828 Constellation Ave,Evansville,IN,4828 Constellation Ave,"4828 Constellation Ave, Evansville, IN, USA",38.0038513,-87.4929623
United Rentals,Port Gibson MS,2720 US-61,Port Gibson,MS,2720 US-61,"2720 US-61, Port Gibson, MS, USA",31.9537894,-90.9847625
United Rentals,Memphis TN (Moriarty),7839 Moriarty Rd,Memphis,TN,7839 Moriarty Rd,"7839 Moriarty Rd, Memphis, TN, USA",35.1437175,-89.7998911
United Rentals,Memphis TN (Riverside),2152 Riverside Blvd,Memphis,TN,2152 Riverside Blvd,"2152 Riverside Blvd, Memphis, TN, USA",35.090763,-90.0761418
United Rentals,Jackson MS (Underwood),3895 Underwood Dr,Jackson,MS,3895 Underwood Dr,"3895 Underwood Dr, Jackson, MS, USA",30.6547458,-88.571404
United Rentals,Grenada MS (Grady),80 Grady Rd,Grenada,MS,80 Grady Rd,"80 Grady Rd, Grenada, MS, USA",33.78901028945049,-89.86945973320812
United Rentals,Madison/Gluckstadt MS (Centre Pointe),1019 Centre Pointe Blvd,Madison,MS,1019 Centre Pointe Blvd,"1019 Centre Pointe Blvd, Madison, MS, USA",32.286230284529324,-90.06388501790728
United Rentals,Pontotoc MS (MS-25),600 MS-25,Pontotoc,MS,600 MS-25,"600 MS-25, Pontotoc, MS, USA",33.4848737818132,-88.84961708719355
United Rentals,Columbus MS (Shelton),227 Shelton St,Columbus,MS,227 Shelton St,"227 Shelton St, Columbus, MS, USA",33.5180769,-88.3791466
United Rentals,Tupelo MS (International),1892 International Dr,Tupelo,MS,1892 International Dr,"1892 International Dr, Tupelo, MS, USA",34.2309353,-88.7023991
United Rentals,Southaven MS (Airways),7217 Airways Blvd,Southaven,MS,7217 Airways Blvd,"7217 Airways Blvd, Southaven, MS, USA",34.9659244,-89.9900048
United Rentals,Hot Springs AR (Airport),513 Airport Rd,Hot Springs,AR,513 Airport Rd,"513 Airport Rd, Hot Springs, AR, USA",34.4863415,-93.0940292
United Rentals,Alexander City AL (US-280),364 US-280,Alexander City,AL,364 US-280,"364 US-280, Alexander City, AL, USA",32.9266074,-85.9632485
United Rentals,Blytheville AR (County Rd 773),4885 County Rd 773,Blytheville,AR,4885 County Rd 773,"4885 County Rd 773, Blytheville, AR, USA",35.9262669757753,-89.86673911596074
United Rentals,Birmingham AL (Pinson Valley),4111 Pinson Valley Pkwy,Birmingham,AL,4111 Pinson Valley Pkwy,"4111 Pinson Valley Pkwy, Birmingham, AL, USA",33.6405023,-86.7254509
United Rentals,Texarkana AR (Trinity),2101 Trinity Blvd,Texarkana,AR,2101 Trinity Blvd,"2101 Trinity Blvd, Texarkana, AR, USA",33.4744618,-94.0202001
United Rentals,Anniston/Oxford AL (US-78),1214 Hamric Dr W,Anniston,AL,1214 Hamric Dr W,"1214 Hamric Dr W, Anniston, AL, USA",33.597978465127945,-85.86781696204851
United Rentals,Pine Bluff AR (Franklin),1100 Franklin St,Pine Bluff,AR,1100 Franklin St,"1100 Franklin St, Pine Bluff, AR, USA",34.222907,-92.069343
United Rentals,Talladega AL (Industrial),140 Industrial Dr,Talladega,AL,140 Industrial Dr,"140 Industrial Dr, Talladega, AL, USA",33.6066263,-86.1528386
United Rentals,Covington LA (Collins),1305 N Collins Blvd,Covington,LA,1305 N Collins Blvd,"1305 N Collins Blvd, Covington, LA, USA",30.4863951,-90.0941119
United Rentals,Gulfport MS (Logan Cline),10230 Logan Cline Dr,Gulfport,MS,10230 Logan Cline Dr,"10230 Logan Cline Dr, Gulfport, MS, USA",30.4310411,-89.0507101
United Rentals,Troy AL (Jefferson),1214 Jefferson Rd,Troy,AL,1214 Jefferson Rd,"1214 Jefferson Rd, Troy, AL, USA",32.50132784334862,-87.83332891974827
United Rentals,Tuscaloosa AL (Southside),2750 Southside Dr,Tuscaloosa,AL,2750 Southside Dr,"2750 Southside Dr, Tuscaloosa, AL, USA",33.1870993,-87.5617891
United Rentals,Gautier/Pascagoula MS (Creosote),14411 Creosote Rd,Gautier,MS,14411 Creosote Rd,"14411 Creosote Rd, Gautier, MS, USA",30.4272918008098,-89.08222301795465
United Rentals,El Dorado AR (Junction Hwy),4895 Junction Hwy #167,El Dorado,AR,4895 Junction Hwy,"4895 Junction Hwy, El Dorado, AR, USA",33.186555,-92.635094
United Rentals,Alabaster AL (Limestone Bend),360 Limestone Bnd,Alabaster,AL,360 Limestone Bnd,"360 Limestone Bnd, Alabaster, AL, USA",33.15532848686781,-86.74545917555474
United Rentals,Crestview FL (Myrick),100 Myrick St,Crestview,FL,100 Myrick St,"100 Myrick St, Crestview, FL, USA",30.41066517162866,-87.25384247377883
United Rentals,Pensacola FL (Burgess),401 W Burgess Rd,Pensacola,FL,401 W Burgess Rd,"401 W Burgess Rd, Pensacola, FL, USA",30.4939311,-87.2159036
United Rentals,Hattiesburg MS (Customer Equipment Solutions - Walker),305 Walker Cir,Hattiesburg,MS,305 Walker Cir,"305 Walker Cir, Hattiesburg, MS, USA",32.24459770672555,-90.17165563140264
United Rentals,Greenville SC (SC-14),2420 SC-14,Greenville,SC,2420 SC-14,"2420 SC-14, Greenville, SC, USA",34.8752564,-82.2257432
United Rentals,Augusta GA (Mike Padgett),2425 Mike Padgett Hwy,Augusta,GA,2425 Mike Padgett Hwy,"2425 Mike Padgett Hwy, Augusta, GA, USA",33.42888,-82.0062664
United Rentals,Aiken SC (Pine Log),610 E Pine Log Rd,Aiken,SC,610 E Pine Log Rd,"610 E Pine Log Rd, Aiken, SC, USA",33.529843,-81.7041986
United Rentals,Southaven MS (Radio & Communications - Rivergate),510 N Rivergate Rd,Southaven,MS,510 N Rivergate Rd,"510 N Rivergate Rd, Southaven, MS, USA",35.07954429284936,-90.0808314889962
United Rentals,Hattiesburg MS (Blackwell),45 Blackwell Blvd,Hattiesburg,MS,45 Blackwell Blvd,"45 Blackwell Blvd, Hattiesburg, MS, USA",31.3673567,-89.3567297
United Rentals,Huntsville AL (Dan Tibbs),376 Dan Tibbs Rd,Huntsville,AL,376 Dan Tibbs Rd,"376 Dan Tibbs Rd, Huntsville, AL, USA",34.7788641,-86.6646097
United Rentals,Russellville AR (Arkansas Ave),3004 S Arkansas Ave,Russellville,AR,3004 S Arkansas Ave,"3004 S Arkansas Ave, Russellville, AR, USA",35.247835,-93.1387427
United Rentals,Cookeville TN (Foreman),1830 Foreman Dr,Cookeville,TN,1830 Foreman Dr,"1830 Foreman Dr, Cookeville, TN, USA",36.1402491,-85.5288337
United Rentals,Montgomery AL (Wetumpka),2901 Wetumpka Hwy,Montgomery,AL,2901 Wetumpka Hwy,"2901 Wetumpka Hwy, Montgomery, AL, USA",32.4224654,-86.2279997
United Rentals,Little Rock AR (I-30),9110 I-30,Little Rock,AR,9110 I-30,"9110 I-30, Little Rock, AR, USA",34.6636627,-92.3985312
United Rentals,Thomasville AL (US-43),32640 US-43,Thomasville,AL,32640 US-43,"32640 US-43, Thomasville, AL, USA",31.9105569,-87.7415322
United Rentals,Rome GA (Martha Berry),3297 Martha Berry Hwy,Rome,GA,3297 Martha Berry Hwy,"3297 Martha Berry Hwy, Rome, GA, USA",34.316236,-85.172216
United Rentals,Murfreesboro TN (Southgate),2508 Southgate Blvd,Murfreesboro,TN,2508 Southgate Blvd,"2508 Southgate Blvd, Murfreesboro, TN, USA",35.8108126,-86.3991055
United Rentals,Baton Rouge LA (Hooper),5592 Hooper Rd,Baton Rouge,LA,5592 Hooper Rd,"5592 Hooper Rd, Baton Rouge, LA, USA",30.5216972,-91.1445596
United Rentals,Knoxville TN (Middlebrook),5417 N Middlebrook Pike,Knoxville,TN,5417 N Middlebrook Pike,"5417 N Middlebrook Pike, Knoxville, TN, USA",35.9573018,-84.005051
United Rentals,?? LA (Mane St),620 Mane St,nan,nan,620 Mane St,"620 Mane St, nan, nan, USA",44.0741716,-99.6443363
United Rentals,Clarksville TN (Kapsia),118 Kapsia Wy,Clarksville,TN,118 Kapsia Wy,"118 Kapsia Wy, Clarksville, TN, USA",36.57391745630836,-87.25686396871195
United Rentals,Anderson SC (Highway 72),2402 Highway 72 221 E,Anderson,SC,2402 Highway 72 221 E,"2402 Highway 72 221 E, Anderson, SC, USA",34.22375965311577,-82.1171570871734
United Rentals,Fort Smith AR (Towson),3616 Towson Ave,Fort Smith,AR,3616 Towson Ave,"3616 Towson Ave, Fort Smith, AR, USA",35.3507276,-94.4223486
United Rentals,Knoxville TN (Kingston),10224 Kingston Pike,Knoxville,TN,10224 Kingston Pike,"10224 Kingston Pike, Knoxville, TN, USA",35.9325497,-84.0222094
United Rentals,Decatur AL (AL-20),3180 AL-20,Decatur,AL,3180 AL-20,"3180 AL-20, Decatur, AL, USA",34.6130205,-86.9732457
United Rentals,Nashville TN (Crutcher),301 Crutcher St,Nashville,TN,301 Crutcher St,"301 Crutcher St, Nashville, TN, USA",36.162288,-86.760691
United Rentals,Springdale AR (24th),2505 N 24th St,Springdale,AR,2505 N 24th St,"2505 N 24th St, Springdale, AR, USA",36.35768996773116,-94.1512460110478
United Rentals,Dothan AL (Montgomery Hwy),1321 Montgomery Hwy,Dothan,AL,1321 Montgomery Hwy,"1321 Montgomery Hwy, Dothan, AL, USA",31.2388501,-85.4025546
United Rentals,Athens AL (US-72),43388 US-72,Athens,AL,43388 US-72,"43388 US-72, Athens, AL, USA",34.7709358,-86.9067754
United Rentals,Chattanooga TN (Industry),4001 Industry Dr,Chattanooga,TN,4001 Industry Dr,"4001 Industry Dr, Chattanooga, TN, USA",35.075493,-85.202041
United Rentals,Mobile AL (Laughlin),4477 Laughlin Dr,Mobile,AL,4477 Laughlin Dr,"4477 Laughlin Dr, Mobile, AL, USA",30.612361,-88.1440706
United Rentals,Muscle Shoals AL (2nd),1002 E 2nd St,Muscle Shoals,AL,1002 E 2nd St,"1002 E 2nd St, Muscle Shoals, AL, USA",34.7591084,-87.6511542
United Rentals,Hattiesburg MS (Fluid Solutions - US 49),2110 US 49,Hattiesburg,MS,2110 US 49,"2110 US 49, Hattiesburg, MS, USA",31.315444,-89.3250977
United Rentals,Carrollton GA (Maple),305 Maple St,Carrollton,GA,305 Maple St,"305 Maple St, Carrollton, GA, USA",33.5783197,-85.0790715
United Rentals,Chattanooga TN (Amnicola),3611 Amnicola Hwy,Chattanooga,TN,3611 Amnicola Hwy,"3611 Amnicola Hwy, Chattanooga, TN, USA",35.0854047,-85.2619963
United Rentals,Fayetteville AR (McConnell),2795 N McConnell Ave,Fayetteville,AR,2795 N McConnell Ave,"2795 N McConnell Ave, Fayetteville, AR, USA",36.1029046,-94.1811505
United Rentals,Little Rock AR (Mabelvale),9300 Mabelvale Pike,Little Rock,AR,9300 Mabelvale Pike,"9300 Mabelvale Pike, Little Rock, AR, USA",34.667035,-92.385315
United Rentals,Foley AL (Co Rd 20),19862 Co Rd 20,Foley,AL,19862 Co Rd 20,"19862 Co Rd 20, Foley, AL, USA",30.370016113093456,-87.68544716887935
United Rentals,Shreveport LA (St Vincent),9451 St Vincent Ave,Shreveport,LA,9451 St Vincent Ave,"9451 St Vincent Ave, Shreveport, LA, USA",32.4022106,-93.7439418
United Rentals,Valdosta GA (US-84),10427 US-84,Valdosta,GA,10427 US-84,"10427 US-84, Valdosta, GA, USA",30.8439645,-83.2432118
United Rentals,Gainesville GA (Danbury),2350 Danbury Ln,Gainesville,GA,2350 Danbury Ln,"2350 Danbury Ln, Gainesville, GA, USA",34.2670073,-83.8123316
United Rentals,Mobile AL (Halls Mill),4226 Halls Mill Rd,Mobile,AL,4226 Halls Mill Rd,"4226 Halls Mill Rd, Mobile, AL, USA",30.621153,-88.13903
United Rentals,Creola AL (US-43),12735 US-43,Creola,AL,12735 US-43,"12735 US-43, Creola, AL, USA",30.8942979,-88.0392212
United Rentals,Cleveland TN (Fritz),1500 Fritz St SE,Cleveland,TN,1500 Fritz St SE,"1500 Fritz St SE, Cleveland, TN, USA",35.1298113,-84.8765329
United Rentals,Mayfield KY (Park Ave),3237 Park Ave,Mayfield,KY,3237 Park Ave,"3237 Park Ave, Mayfield, KY, USA",37.08462541031631,-88.65133505335604
United Rentals,Brunswick GA (US-17),4406 US-17,Brunswick,GA,4406 US-17,"4406 US-17, Brunswick, GA, USA",31.1288207,-81.4798064
United Rentals,Nashville TN (Gallatin Pike),720 Gallatin Pike N,Nashville,TN,720 Gallatin Pike N,"720 Gallatin Pike N, Nashville, TN, USA",36.2712743,-86.7102413
United Rentals,Fairburn GA (Reliable Onsite - GA-85),5035 GA-85,Fairburn,GA,5035 GA-85,"5035 GA-85, Fairburn, GA, USA",33.61736872840552,-84.40323200253084
United Rentals,Franklin TN (Century Ct),109 Century Ct,Franklin,TN,109 Century Ct,"109 Century Ct, Franklin, TN, USA",35.8974936,-86.876678
United Rentals,Joplin MO (Industrial Park),48 Industrial Park Dr,Joplin,MO,48 Industrial Park Dr,"48 Industrial Park Dr, Joplin, MO, USA",36.60988250403566,-93.22756913312853
United Rentals,Cape Girardeau MO (Outer),2520 E Outer Rd,Cape Girardeau,MO,2520 E Outer Rd,"2520 E Outer Rd, Cape Girardeau, MO, USA",37.2366994,-89.564427
United Rentals,Columbus GA (Hamilton),2123 Hamilton Rd,Columbus,GA,2123 Hamilton Rd,"2123 Hamilton Rd, Columbus, GA, USA",32.4845474,-84.984205
United Rentals,Auburn AL (Glenn),1845 E Glenn Ave,Auburn,AL,1845 E Glenn Ave,"1845 E Glenn Ave, Auburn, AL, USA",32.6087844,-85.4457153
United Rentals,Jonesboro AR (Browns),2927 Browns Ln,Jonesboro,AR,2927 Browns Ln,"2927 Browns Ln, Jonesboro, AR, USA",35.809804,-90.687208
United Rentals,Panama City FL (Airport Commerce),4310 Airport Commerce Blvd,Panama City,FL,4310 Airport Commerce Blvd,"4310 Airport Commerce Blvd, Panama City, FL, USA",30.400199096025005,-84.32957717562574
United Rentals,Springfield MO (Kearney),2700 E Kearney St,Springfield,MO,2700 E Kearney St,"2700 E Kearney St, Springfield, MO, USA",37.239313,-93.240718
United Rentals,Columbia TN (Beechcroft),613 Beechcroft Rd,Columbia,TN,613 Beechcroft Rd,"613 Beechcroft Rd, Columbia, TN, USA",35.75259611882,-86.9555537908237
United Rentals,Joplin MO (Newman),2805 E Newman Rd,Joplin,MO,2805 E Newman Rd,"2805 E Newman Rd, Joplin, MO, USA",37.0983038,-94.4816619
United Rentals,Birmingham AL (Park S),6298 Park S Dr,Birmingham,AL,6298 Park S Dr,"6298 Park S Dr, Birmingham, AL, USA",33.4861142,-86.8773839
United Rentals,Bowling Green KY (Scottys Way),203 Scottys Way,Bowling Green,KY,203 Scottys Way,"203 Scottys Way, Bowling Green, KY, USA",37.0338494,-86.3403809
United Rentals,Savannah GA (US-80),16300 US-80,Savannah,GA,16300 US-80,"16300 US-80, Savannah, GA, USA",32.0527043,-81.1035399
United Rentals,Calvert City KY (Gilbertsville),5408 Gilbertsville Hwy,Calvert City,KY,5408 Gilbertsville Hwy,"5408 Gilbertsville Hwy, Calvert City, KY, USA",37.0391684,-88.3352015
United Rentals,La Vergne TN (Charter Pl),180 Charter Pl,La Vergne,TN,180 Charter Pl,"180 Charter Pl, La Vergne, TN, USA",35.98865764239465,-86.59374634848741
United Rentals,Atlanta GA (Power & HVAC - Morrow),127 Morrow Rd,Atlanta,GA,127 Morrow Rd,"127 Morrow Rd, Atlanta, GA, USA",33.595584461064625,-84.38677341787243
United Rentals,Birmingham AL (Trench Safety - Pinson Valley),3000 Pinson Valley Pkwy,Birmingham,AL,3000 Pinson Valley Pkwy,"3000 Pinson Valley Pkwy, Birmingham, AL, USA",33.6149011,-86.7417246
United Rentals,Birmingham AL (Fluid Solutions - Vann),3580 Vann Rd,Birmingham,AL,3580 Vann Rd,"3580 Vann Rd, Birmingham, AL, USA",33.6082368,-86.6331431
United Rentals,Jackson TN (Aerial - Airways),1546 Airways Blvd,Jackson,TN,1546 Airways Blvd,"1546 Airways Blvd, Jackson, TN, USA",35.6179539,-88.8473964
United Rentals,Madison AL (Aerial - Madison),8519 Madison Blvd,Madison,AL,8519 Madison Blvd,"8519 Madison Blvd, Madison, AL, USA",34.6820702,-86.7377364
United Rentals,Little Rock AR (Fluid Solutions - Zeuber),7821 Zeuber Rd,Little Rock,AR,7821 Zeuber Rd,"7821 Zeuber Rd, Little Rock, AR, USA",34.7034789,-92.2116486
United Rentals,Fayetteville AR (Flooring & Facility - Haile),4268 Haile Ln,Fayetteville,AR,4268 Haile Ln,"4268 Haile Ln, Fayetteville, AR, USA",36.18589095188943,-94.17750106012944
United Rentals,Shreveport LA (Fluid Solutions - Patrick),6890 Patrick Ln,Shreveport,LA,6890 Patrick Ln,"6890 Patrick Ln, Shreveport, LA, USA",32.4104419,-93.8969128
United Rentals,Birmingham AL (Power & HVAC - Pinson Valley),3920 Pinson Valley Pkwy,Birmingham,AL,3920 Pinson Valley Pkwy,"3920 Pinson Valley Pkwy, Birmingham, AL, USA",33.6347571,-86.729024
United Rentals,Nashville TN (Power & HVAC - Massman),723 Massman Dr,Nashville,TN,723 Massman Dr,"723 Massman Dr, Nashville, TN, USA",36.1454801,-86.7115525
United Rentals,Mobile AL (Power & HVAC - Montlimar),1413 Montlimar Dr,Mobile,AL,1413 Montlimar Dr,"1413 Montlimar Dr, Mobile, AL, USA",30.6755219,-88.1352311
United Rentals,Mayfield KY (Storage Containers/Mobile Offices - Clarks River),4025 Clarks River Rd,Mayfield,KY,4025 Clarks River Rd,"4025 Clarks River Rd, Mayfield, KY, USA",37.046239781004026,-88.55551356500484
